,Churn,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
1646,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
1647,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No
1648,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
1649,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes
1650,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No
1651,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No
1652,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes
1653,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
1654,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No
1655,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No
1656,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
1657,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
1658,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes
1659,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No
1660,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No
1661,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes
1662,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes
1663,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
1664,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No
1665,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
1666,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No
1667,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes
1668,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes
1669,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes
1670,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
1671,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
1672,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
1673,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No
1674,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes
1675,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1676,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes
1677,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
1678,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
1679,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes
1680,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
1681,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
1682,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
1683,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
1684,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
1685,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No
1686,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
1687,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1688,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No
1689,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes
1690,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
1691,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes
1692,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No
1693,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No
1694,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
1695,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No
1696,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
1697,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No
1698,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
1699,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes
1700,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
1701,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
1702,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes
1703,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
1704,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1705,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No
1706,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes
1707,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
1708,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes
1709,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No
1710,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
1711,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes
1712,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes
1713,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes
1714,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No
1715,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
1716,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes
1717,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No
1718,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
1719,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No
1720,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No
1721,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes
1722,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
1723,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
1724,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
1725,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes
1726,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes
1727,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No
1728,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
1729,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
1730,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No
1731,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
1732,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No
1733,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
1734,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
1735,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No
1736,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
1737,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes
1738,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No
1739,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
1740,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
1741,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes
1742,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
1743,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
1744,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No
1745,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No
1746,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
1747,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
1748,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
1749,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No
1750,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No
1751,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1752,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
1753,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No
1754,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No
1755,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
1756,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
1757,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes
1758,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
1759,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
1760,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
1761,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes
1762,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1763,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes
1764,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes
1765,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
1766,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes
1767,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes
1768,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes
1769,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes
1770,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes
1771,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes
1772,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
1773,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
1774,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
1775,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
1776,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No
1777,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes
1778,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
1779,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No
1780,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1781,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes
1782,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes
1783,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes
1784,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes
1785,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
1786,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
1787,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1788,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
1789,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes
1790,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes
1791,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
1792,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1793,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes
1794,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1795,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No
1796,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
1797,No,No,No,No,Yes,No,No,No,No,No,No,No,No
1798,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes
1799,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
1800,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
1801,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
1802,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No
1803,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes
1804,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
1805,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No
1806,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
1807,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
1808,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No
1809,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1810,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
1811,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No
1812,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes
1813,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
1814,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
1815,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes
1816,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No
1817,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No
1818,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes
1819,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
1820,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
1821,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
1822,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes
1823,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
1824,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No
1825,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
1826,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No
1827,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
1828,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No
1829,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No
1830,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
1831,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes
1832,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes
1833,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes
1834,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
1835,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
1836,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
1837,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
1838,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes
1839,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes
1840,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes
1841,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes
1842,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
1843,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
1844,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
1845,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No
1846,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes
1847,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No
1848,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
1849,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No
1850,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes
1851,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
1852,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
1853,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
1854,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
1855,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
1856,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
1857,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No
1858,No,No,No,No,Yes,No,No,No,No,No,No,No,No
1859,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1860,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes
1861,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes
1862,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
1863,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes
1864,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes
1865,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No
1866,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes
1867,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes
1868,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No
1869,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
1870,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
1871,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
1872,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
1873,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No
1874,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No
1875,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes
1876,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
1877,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
1878,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
1879,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
1880,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
1881,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes
1882,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
1883,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No
1884,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No
1885,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
1886,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes
1887,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
1888,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
1889,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
1890,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
1891,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
1892,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
1893,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes
1894,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No
1895,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No
1896,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
1897,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No
1898,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes
1899,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes
1900,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1901,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
1902,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
1903,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No
1904,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes
1905,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No
1906,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes
1907,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No
1908,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No
1909,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
1910,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
1911,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No
1912,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
1913,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes
1914,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
1915,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
1916,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No
1917,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
1918,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes
1919,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No
1920,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
1921,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
1922,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
1923,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes
1924,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes
1925,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
1926,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes
1927,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No
1928,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No
1929,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
1930,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes
1931,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No
1932,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes
1933,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes
1934,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1935,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No
1936,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
1937,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No
1938,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes
1939,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes
1940,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
1941,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes
1942,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
1943,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
1944,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
1945,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
1946,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
1947,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No
1948,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes
1949,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No
1950,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No
1951,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
1952,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes
1953,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
1954,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No
1955,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
1956,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes
1957,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
1958,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
1959,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes
1960,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No
1961,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1962,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No
1963,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No
1964,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes
1965,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
1966,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
1967,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No
1968,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes
1969,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
1970,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No
1971,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
1972,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes
1973,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
1974,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
1975,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No
1976,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes
1977,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
1978,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No
1979,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes
1980,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
1981,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No
1982,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes
1983,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No
